Incident ID,Opened At,Resolved At,Domain,Event Type,Severity,Status,Prefix,ASN
INC-1001,2026-08-17T17:46:30.630232+00:00,2026-08-18T03:57:56.459036+00:00,DDoS,Connection Timeout / Unreachable (Possible Volumetric DDoS / Pipe Saturated),CRITICAL,RESOLVED,157.85.223.0/24,AS59132
